R1B2_1,,,R1B2_2,,,R1B2_3,,,R1R2_1,,,R1R2_2,,,R1R2_3,,
Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse
sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm
,,,,,,,,,,,,,,,32.61,365.7278,2.717375
,,,,,,,,,,,,,,,32.62,365.7722,2.718212
,,,,,,,,,,,,,,,32.63,365.7786,2.719062
,,,,,,,,,,,,,,,32.64,365.7595,2.719913
,,,,,,,,,,,,,,,32.65,365.7468,2.72075
,,,,,,,,,,,,,,,32.66,365.7691,2.721587
,,,,,,,,,,,,,,,32.67,365.8072,2.722412
,,,,,,,,,,,,,,,32.68,365.8549,2.723238
,,,,,,,,,,,,,,,32.69,365.8803,2.72405
,,,,,,,,,,,,,,,32.7,365.893,2.724887
,,,,,,,,,,,,,,,32.71,365.9058,2.725725
,,,,,,,,,,,,,,,32.72,365.9058,2.72655
,,,,,,,,,,,,,,,32.73,365.8994,2.727387
,,,,,,,,,,,,,,,32.74,365.8994,2.728212
,,,,,,,,,,,,,,,32.75,365.9089,2.729062
,,,,,,,,,,,,,,,32.76,365.9185,2.729887
,,,,,,,,,,,,,,,32.77,365.9185,2.730725
,,,,,,,,,,,,,,,32.78,365.9153,2.73155
,,,,,,,,,,,,,,,32.79,365.9185,2.732375
,,,,,,,,,,,,,,,32.8,365.9344,2.7332
,,,,,,,,,,,,,,,32.81,365.9534,2.734025
,,,,,,,,,,,,,,,32.82,365.9852,2.734862
,,,,,,,,,,,,,,,32.83,366.0266,2.735713
,,,,,,,,,,,,,,,32.84,366.0552,2.736562
,,,,,,,,,,,,,,,32.85,366.0647,2.737412
,,,,,,,,,,,,,,,32.86,366.0774,2.738237
,,,,,,,,,,,,,,,32.87,366.1028,2.739063
,,,,,,,,,,,,,,,32.88,366.1505,2.739887
,,,,,,,,,,,,,,,32.89,366.1982,2.740712
,,,,,,,,,,,,,,,32.9,366.2078,2.74155
,,,,,,,,,,,,,,,32.91,366.176,2.7424
,,,,,,,,,,,,,,,32.92,366.1474,2.743225
,,,,,,,,,,,,,,,32.93,366.141,2.744062
,,,,,,,,,,,,,,,32.94,366.1664,2.7449
,,,,,,,,,,,,,,,32.95,366.2078,2.745737
,,,,,,,,,,,,,,,32.96,366.2523,2.746575
,,,,,,,,,,,,,,,32.97,366.2936,2.7474
,,,,,,,,,,,,,,,32.98,366.3222,2.748225
,,,,,,,,,,,,,,,32.99,366.3381,2.74905
,,,,,,,,,,,,,,,33,366.3286,2.749875
,,,,,,,,,,,,,,,33.01,366.3095,2.7507
,,,,,,,,,,,,,,,33.02,366.3,2.751537
,,,,,,,,,,,,,,,33.03,366.3095,2.752375
,,,,,,,,,,,,,,,33.04,366.3381,2.753225
,,,,,,,,,,,,,,,33.05,366.3604,2.754062
,,,,,,,,,,,,,,,33.06,366.3699,2.7549
,,,,,,,,,,,,,,,33.07,366.3889,2.755738
,,,,,,,,,,,,,,,33.08,366.4335,2.756575
,,,,,,,,,,,,,,,33.09,366.4716,2.757387
,,,,,,,,,,,,,,,33.1,366.4843,2.758225
,,,,,,,,,,,,,,,33.11,366.5002,2.759063
,,,,,,,,,,,,,,,33.12,366.532,2.7599
,,,,,,,,,,,,,,,33.13,366.5447,2.760737
,,,,,,,,,,,,,,,33.14,366.5415,2.761575
,,,,,,,,,,,,,,,33.15,366.5352,2.762413
,,,,,,,,,,,,,,,33.16,366.5415,2.76325
,,,,,,,,,,,,,,,33.17,366.5574,2.764075
,,,,,,,,,,,,,,,33.18,366.5702,2.7649
,,,,,,,,,,,,,,,33.19,366.5861,2.765712
,,,,,,,,,,,,,,,33.2,366.6051,2.766537
,,,,,,,,,,,,,,,33.21,366.6369,2.767362
,,,,,,,,,,,,,,,33.22,366.656,2.768188
,,,,,,,,,,,,,,,33.23,366.656,2.769025
,,,,,,,,,,,,,,,33.24,366.6433,2.769875
,,,,,,,,,,,,,,,33.25,366.6115,2.770725
,,,,,,,,,,,,,,,33.26,366.6051,2.771562
,,,,,,,,,,,,,,,33.27,366.6274,2.772388
,,,,,,,,,,,,,,,33.28,366.6528,2.773225
,,,,,,,,,,,,,,,33.29,366.6814,2.774037
,,,,,,,,,,,,,,,33.3,366.7132,2.774887
,,,,,,,,,,,,,,,33.31,366.7323,2.775725
,,,,,,,,,,,,,,,33.32,366.7386,2.77655
,,,,,,,,,,,,,,,33.33,366.7418,2.7774
,,,,,,,,,,,,,,,33.34,366.7641,2.778237
,,,,,,,,,,,,,,,33.35,366.7895,2.779075
,,,,,,,,,,,,,,,33.36,366.8149,2.7799
,,,,,,,,,,,,,,,33.37,366.8276,2.780725
,,,,,,,,,,,,,,,33.38,366.834,2.78155
,,,,,,,,,,,,,,,33.39,366.8245,2.782375
,,,,,,,,,,,,,,,33.4,366.8181,2.7832
,,,,,,,,,,,,,,,33.41,366.8245,2.784025
,,,,,,,,,,,,,,,33.42,366.834,2.784863
,,,,,,,,,,,,,,,33.43,366.834,2.7857
,,,,,,,,,,,,,,,33.44,366.8181,2.786537
,,,,,,,,,,,,,,,33.45,366.8149,2.787387
,,,,,,,,,,,,,,,33.46,366.834,2.788225
,,,,,,,,,,,,,,,33.47,366.8849,2.789063
,,,,,,,,,,,,,,,33.48,366.9516,2.789887
,,,,,,,,,,,,,,,33.49,366.9993,2.790712
,,,,,,,,,,,,,,,33.5,367.0247,2.791562
,,,,,,,,,,,,,,,33.51,367.0152,2.792387
,,,,,,,,,,,,,,,33.52,366.9898,2.793225
,,,,,,,,,,,,,,,33.53,366.9993,2.794075
,,,,,,,,,,,,,,,33.54,367.0502,2.794912
,,,,,,,,,,,,,,,33.55,367.0978,2.79575
,,,,,,,,,,,,,,,33.56,367.1233,2.796575
,,,,,,,,,,,,,,,33.57,367.1328,2.797412
,,,,,,,,,,,,,,,33.58,367.1424,2.798237
,,,,,,,,,,,,,,,33.59,367.1583,2.799062
,,,,,,,,,,,,,,,33.6,367.1869,2.799887
,,,,,,,,,,,,,,,33.61,367.2218,2.8007
,,,,,,,,,,,,,,,33.62,367.2473,2.801538
,,,,,,,,,,,,,,,33.63,367.2568,2.802375
,,,,,,,,,,,,,,,33.64,367.2568,2.803225
,,,,,,,,,,,,,,,33.65,367.2536,2.804062
,,,,,,,,,,,,,,,33.66,367.2473,2.804912
,,,,,,,,,,,,,,,33.67,367.2632,2.805737
,,,,,,,,,,,,,,,33.68,367.3077,2.806562
,,,,,,,,,,,,,,,33.69,367.3553,2.807375
,,,,,,,,,,,,,,,33.7,367.3649,2.808213
,,,,,,,,,,,,,,,33.71,367.3553,2.809062
,,,,,,,,,,,,,,,33.72,367.3394,2.809887
,,,,,,,,,,,,,,,33.73,367.3394,2.810725
,,,,,,,,,,,,,,,33.74,367.3394,2.811575
,,,,,,,,,,,,,,,33.75,367.3331,2.812413
,,,,,,,,,,,,,,,33.76,367.3394,2.813237
,,,,,,,,,,,,,,,33.77,367.3426,2.814075
,,,,,,,,,,,,,,,33.78,367.3744,2.8149
,,,,,,,,,,,,,,,33.79,367.4189,2.815725
,,,,,,,,,,,,,,,33.8,367.4539,2.81655
,,,,,,,,,,,,,,,33.81,367.4539,2.817375
,,,,,,,,,,,,,,,33.82,367.4348,2.818213
,,,,,,,,,,,,,,,33.83,367.4157,2.819075
,,,,,,,,,,,,,,,33.84,367.4094,2.819912
,,,,,,,,,,,,,,,33.85,367.4348,2.82075
,,,,,,,,,,,,,,,33.86,367.4761,2.821587
,,,,,,,,,,,,,,,33.87,367.5302,2.822425
,,,,,,,,,,,,,,,33.88,367.5779,2.82325
,,,,,,,,,,,,,,,33.89,367.5906,2.824062
,,,,,,,,,,,,,,,33.9,367.5874,2.8249
,,,,,,,,,,,,,,,33.91,367.5811,2.825737
,,,,,,,,,,,,,,,33.92,367.5556,2.826562
,,,,,,,,,,,,,,,33.93,367.5207,2.8274
,,,,,,,,,,,,,,,33.94,367.5016,2.828238
,,,,,,,,,,,,,,,33.95,367.5302,2.829062
,,,,,,,,,,,,,,,33.96,367.5906,2.829887
,,,,,,,,,,,,,,,33.97,367.6255,2.830725
,,,,,,,,,,,,,,,33.98,367.6319,2.83155
,,,,,,,,,,,,,,,33.99,367.6224,2.832362
,,,,,,,,,,,,,,,34,367.6065,2.8332
,,,,,,,,,,,,,,,34.01,367.597,2.834025
,,,,,,,,,,,,,,,34.02,367.597,2.834862
,,,,,,,,,,,,,,,34.03,367.616,2.835712
,,,,,,,,,,,,,,,34.04,367.6573,2.836562
,,,,,,,,,,,,,,,34.05,367.6923,2.8374
,,,,,,,,,,,,,,,34.06,367.7146,2.838238
,,,,,,,,,,,,,,,34.07,367.7241,2.839075
,,,,,,,,,,,,,,,34.08,367.7368,2.8399
,,,,,,,,,,,,,,,34.09,367.7495,2.840725
,,,,,,,,,,,,,,,34.1,367.7686,2.841575
,,,,,,,,,,,,,,,34.11,367.8036,2.8424
,,,,,,,,,,,,,,,34.12,367.8385,2.843237
,,,,,,,,,,,,,,,34.13,367.8385,2.844075
,,,,,,,,,,,,,,,34.14,367.8131,2.844913
,,,,,,,,,,,,,,,34.15,367.8195,2.84575
,,,,,,,,,,,,,,,34.16,367.864,2.846587
,,,,,,,,,,,,,,,34.17,367.8958,2.847412
,,,,,,,,,,,,,,,34.18,367.8799,2.848225
,,,,,,,,,,,,,,,34.19,367.8481,2.84905
,,,,,,,,,,,,,,,34.2,367.8385,2.849862
,,,,,,,,,,,,,,,34.21,367.8544,2.850688
,,,,,,,,,,,,,,,34.22,367.8799,2.851512
,,,,,,,,,,,,,,,34.23,367.8894,2.85235
,,,,,,,,,,,,,,,34.24,367.8862,2.8532
,,,,,,,,,,,,,,,34.25,367.8799,2.85405
,,,,,,,,,,,,,,,34.26,367.8989,2.854887
,,,,,,,,,,,,,,,34.27,367.9403,2.855725
,,,,,,,,,,,,,,,34.28,367.9848,2.85655
,,,,,,,,,,,,,,,34.29,368.0261,2.857375
,,,,,,,,,,,,,,,34.3,368.0706,2.858225
,,,,,,,,,,,,,,,34.31,368.0865,2.859062
,,,,,,,,,,,,,,,34.32,368.0579,2.859887
,,,,,,,,,,,,,,,34.33,368.0261,2.860737
,,,,,,,,,,,,,,,34.34,368.0325,2.861588
,,,,,,,,,,,,,,,34.35,368.0452,2.862425
,,,,,,,,,,,,,,,34.36,368.0515,2.86325
,,,,,,,,,,,,,,,34.37,368.0515,2.864075
,,,,,,,,,,,,,,,34.38,368.0674,2.8649
,,,,,,,,,,,,,,,34.39,368.1119,2.865725
,,,,,,,,,,,,,,,34.4,368.1723,2.866537
,,,,,,,,,,,,,,,34.41,368.2041,2.867375
,,,,,,,,,,,,,,,34.42,368.1978,2.8682
,,,,,,,,,,,,,,,34.43,368.1723,2.86905
,,,,,,,,,,,,,,,34.44,368.1469,2.8699
,,,,,,,,,,,,,,,34.45,368.1374,2.870737
,,,,,,,,,,,,,,,34.46,368.1692,2.871575
,,,,,,,,,,,,,,,34.47,368.2391,2.8724
,,,,,,,,,,,,,,,34.48,368.2995,2.873225
,,,,,,,,,,,,,,,34.49,368.3185,2.87405
,,,,,,,,,,,,,,,34.5,368.3249,2.874887
,,,,,,,,,,,,,,,34.51,368.3408,2.875725
,,,,,,,,,,,,,,,34.52,368.3694,2.87655
,,,,,,,,,,,,,,,34.53,368.3758,2.877388
,,,,,,,,,,,,,,,34.54,368.3599,2.878225
,,,,,,,,,,,,,,,34.55,368.344,2.879075
,,,,,,,,,,,,,,,34.56,368.3535,2.8799
,,,,,,,,,,,,,,,34.57,368.3758,2.880738
,,,,,,,,,,,,,,,34.58,368.3948,2.881562
,,,,,,,,,,,,,,,34.59,368.4139,2.882387
,,,,,,,,,,,,,,,34.6,368.4362,2.883212
,,,,,,,,,,,,,,,34.61,368.4553,2.884037
,,,,,,,,,,,,,,,34.62,368.4711,2.884862
,,,,,,,,,,,,,,,34.63,368.487,2.8857
,,,,,,,,,,,,,,,34.64,368.4902,2.88655
,,,,,,,,,,,,,,,34.65,368.487,2.887388
,,,,,,,,,,,,,,,34.66,368.4711,2.888237
,,,,,,,,,,,,,,,34.67,368.4521,2.889062
,,,,,,,,,,,,,,,34.68,368.4616,2.889887
,,,,,,,,,,,,,,,34.69,368.5061,2.890712
,,,,,,,,,,,,,,,34.7,368.557,2.89155
,,,,,,,,,,,,,,,34.71,368.5824,2.892375
,,,,,,,,,,,,,,,34.72,368.5856,2.893212
,,,,,,,,,,,,,,,34.73,368.5983,2.89405
,,,,,,,,,,,,,,,34.74,368.611,2.894887
,,,,,,,,,,,,,,,34.75,368.6237,2.895725
,,,,,,,,,,,,,,,34.76,368.6333,2.896562
,,,,,,,,,,,,,,,34.77,368.6523,2.897388
,,,,,,,,,,,,,,,34.78,368.6682,2.898212
,,,,,,,,,,,,,,,34.79,368.6873,2.899037
,,,,,,,,,,,,,,,34.8,368.7223,2.899875
,,,,,,,,,,,,,,,34.81,368.7477,2.9007
,,,,,,,,,,,,,,,34.82,368.7477,2.901537
,,,,,,,,,,,,,,,34.83,368.735,2.902387
,,,,,,,,,,,,,,,34.84,368.7286,2.903225
,,,,,,,,,,,,,,,34.85,368.7445,2.904075
,,,,,,,,,,,,,,,34.86,368.7573,2.904912
,,,,,,,,,,,,,,,34.87,368.77,2.905737
,,,,,,,,,,,,,,,34.88,368.7986,2.906562
,,,,,,,,,,,,,,,34.89,368.859,2.907387
,,,,,,,,,,,,,,,34.9,368.9194,2.908225
,,,,,,,,,,,,,,,34.91,368.9353,2.909075
,,,,,,,,,,,,,,,34.92,368.9066,2.9099
,,,,,,,,,,,,,,,34.93,368.8749,2.91075
,,,,,,,,,,,,,,,34.94,368.8907,2.911587
,,,,,,,,,,,,,,,34.95,368.9353,2.912412
,,,,,,,,,,,,,,,34.96,368.9766,2.913237
,,,,,,,,,,,,,,,34.97,368.9861,2.914075
,,,,,,,,,,,,,,,34.98,368.967,2.9149
,,,,,,,,,,,,,,,34.99,368.9543,2.915725
,,,,,,,,,,,,,,,35,368.9766,2.91655
,,,,,,,,,,,,,,,35.01,369.0052,2.917375
,,,,,,,,,,,,,,,35.02,369.0306,2.918212
,,,,,,,,,,,,,,,35.03,369.0465,2.919075
,,,,,,,,,,,,,,,35.04,369.0561,2.919912
,,,,,,,,,,,,,,,35.05,369.072,2.92075
,,,,,,,,,,,,,,,35.06,369.0783,2.921587
,,,,,,,,,,,,,,,35.07,369.072,2.922425
,,,,,,,,,,,,,,,35.08,369.0783,2.92325
,,,,,,,,,,,,,,,35.09,369.1165,2.924062
,,,,,,,,,,,,,,,35.1,369.1578,2.924912
,,,,,,,,,,,,,,,35.11,369.1673,2.925737
,,,,,,,,,,,,,,,35.12,369.1483,2.926562
,,,,,,,,,,,,,,,35.13,369.126,2.9274
,,,,,,,,,,,,,,,35.14,369.1514,2.928237
,,,,,,,,,,,,,,,35.15,369.2118,2.929062
,,,,,,,,,,,,,,,35.16,369.2373,2.9299
,,,,,,,,,,,,,,,35.17,369.2118,2.930725
,,,,,,,,,,,,,,,35.18,369.1927,2.93155
,,,,,,,,,,,,,,,35.19,369.2023,2.932375
,,,,,,,,,,,,,,,35.2,369.2245,2.9332
,,,,,,,,,,,,,,,35.21,369.2277,2.934012
,,,,,,,,,,,,,,,35.22,369.2341,2.93485
,,,,,,,,,,,,,,,35.23,369.25,2.9357
,,,,,,,,,,,,,,,35.24,369.2849,2.936538
,,,,,,,,,,,,,,,35.25,369.3199,2.937387
,,,,,,,,,,,,,,,35.26,369.3231,2.938225
,,,,,,,,,,,,,,,35.27,369.3136,2.939062
,,,,,,,,,,,,,,,35.28,369.3231,2.939888
,,,,,,,,,,,,,,,35.29,369.3549,2.940712
,,,,,,,,,,,,,,,35.3,369.3803,2.941562
,,,,,,,,,,,,,,,35.31,369.3962,2.9424
,,,,,,,,,,,,,,,35.32,369.4058,2.943225
,,,,,,,,,,,,,,,35.33,369.4058,2.944075
,,,,,,,,,,,,,,,35.34,369.3994,2.944912
,,,,,,,,,,,,,,,35.35,369.3962,2.94575
,,,,,,,,,,,,,,,35.36,369.3899,2.946587
,,,,,,,,,,,,,,,35.37,369.3962,2.947412
,,,,,,,,,,,,,,,35.38,369.4344,2.948237
,,,,,,,,,,,,,,,35.39,369.4916,2.94905
,,,,,,,,,,,,,,,35.4,369.5329,2.949875
,,,,,,,,,,,,,,,35.41,369.5329,2.9507
,,,,,,,,,,,,,,,35.42,369.5075,2.951537
,,,,,,,,,,,,,,,35.43,369.4662,2.952375
,,,,,,,,,,,,,,,35.44,369.4407,2.953212
,,,,,,,,,,,,,,,35.45,369.4407,2.954062
,,,,,,,,,,,,,,,35.46,369.4566,2.954887
,,,,,,,,,,,,,,,35.47,369.4662,2.955725
,,,,,,,,,,,,,,,35.48,369.4662,2.95655
,,,,,,,,,,,,,,,35.49,369.4566,2.957375
,,,,,,,,,,,,,,,35.5,369.4598,2.958225
,,,,,,,,,,,,,,,35.51,369.4916,2.95905
,,,,,,,,,,,,,,,35.52,369.5329,2.959888
,,,,,,,,,,,,,,,35.53,369.571,2.960737
,,,,,,,,,,,,,,,35.54,369.606,2.961575
,,,,,,,,,,,,,,,35.55,369.6283,2.962412
,,,,,,,,,,,,,,,35.56,369.6378,2.96325
,,,,,,,,,,,,,,,35.57,369.6569,2.964075
,,,,,,,,,,,,,,,35.58,369.6982,2.964912
,,,,,,,,,,,,,,,35.59,369.7395,2.965737
,,,,,,,,,,,,,,,35.6,369.765,2.96655
,,,,,,,,,,,,,,,35.61,369.765,2.967375
,,,,,,,,,,,,,,,35.62,369.7586,2.968212
,,,,,,,,,,,,,,,35.63,369.7427,2.96905
,,,,,,,,,,,,,,,35.64,369.7332,2.9699
,,,,,,,,,,,,,,,35.65,369.7236,2.970737
,,,,,,,,,,,,,,,35.66,369.7395,2.971587
,,,,,,,,,,,,,,,35.67,369.7777,2.9724
,,,,,,,,,,,,,,,35.68,369.8349,2.973225
,,,,,,,,,,,,,,,35.69,369.8699,2.974037
,,,,,,,,,,,,,,,35.7,369.8762,2.974887
,,,,,,,,,,,,,,,35.71,369.8794,2.975713
,,,,,,,,,,,,,,,35.72,369.9048,2.976537
,,,,,,,,,,,,,,,35.73,369.9398,2.977375
,,,,,,,,,,,,,,,35.74,369.9493,2.978212
,,,,,,,,,,,,,,,35.75,369.9303,2.979062
,,,,,,,,,,,,,,,35.76,369.9144,2.979887
,,,,,,,,,,,,,,,35.77,369.9144,2.980725
,,,,,,,,,,,,,,,35.78,369.9144,2.98155
,,,,,,,,,,,,,,,35.79,369.9048,2.982375
,,,,,,,,,,,,,,,35.8,369.9048,2.9832
,,,,,,,,,,,,,,,35.81,369.9144,2.984037
,,,,,,,,,,,,,,,35.82,369.9271,2.984862
,,,,,,,,,,,,,,,35.83,369.9398,2.985713
,,,,,,,,,,,,,,,35.84,369.9652,2.986562
,,,,,,,,,,,,,,,35.85,370.0002,2.987412
,,,,,,,,,,,,,,,35.86,370.0415,2.988237
,,,,,,,,,,,,,,,35.87,370.0606,2.989075
,,,,,,,,,,,,,,,35.88,370.067,2.9899
,,,,,,,,,,,,,,,35.89,370.0574,2.990712
,,,,,,,,,,,,,,,35.9,370.0256,2.991562
,,,,,,,,,,,,,,,35.91,370.0066,2.9924
,,,,,,,,,,,,,,,35.92,370.0161,2.993225
,,,,,,,,,,,,,,,35.93,370.0574,2.994062
,,,,,,,,,,,,,,,35.94,370.0606,2.9949
,,,,,,,,,,,,,,,35.95,369.9716,2.995737
,,,,,,,,,,,,,,,35.96,369.7777,2.996562
,,,,,,,,,,,,,,,35.97,369.5329,2.9974
,,,,,,,,,,,,,,,35.98,369.2881,2.998212
,,,,,,,,,,,,,,,35.99,369.1069,2.99905
,,,,,,,,,,,,,,,36,368.9861,2.999875
,,,,,,,,,,,,,,,36.01,368.8653,3.0007
,,,,,,,,,,,,,,,36.02,368.7096,3.001525
,,,,,,,,,,,,,,,36.03,368.557,3.002375
,,,,,,,,,,,,,,,36.04,368.4616,3.003225
,,,,,,,,,,,,,,,36.05,368.4044,3.004075
,,,,,,,,,,,,,,,36.06,368.3503,3.004912
,,,,,,,,,,,,,,,36.07,368.309,3.005738
,,,,,,,,,,,,,,,36.08,368.2931,3.006575
,,,,,,,,,,,,,,,36.09,368.2899,3.007387
,,,,,,,,,,,,,,,36.1,368.2677,3.008225
,,,,,,,,,,,,,,,36.11,368.2327,3.009063
,,,,,,,,,,,,,,,36.12,368.1978,3.0099
,,,,,,,,,,,,,,,36.13,368.1564,3.010737
,,,,,,,,,,,,,,,36.14,368.1215,3.011587
,,,,,,,,,,,,,,,36.15,368.1024,3.012412
,,,,,,,,,,,,,,,36.16,368.096,3.01325
,,,,,,,,,,,,,,,36.17,368.1024,3.014087
,,,,,,,,,,,,,,,36.18,368.1119,3.0149
,,,,,,,,,,,,,,,36.19,368.131,3.015725
,,,,,,,,,,,,,,,36.2,368.1564,3.016537
,,,,,,,,,,,,,,,36.21,368.1628,3.017362
,,,,,,,,,,,,,,,36.22,368.1374,3.0182
,,,,,,,,,,,,,,,36.23,368.0929,3.01905
,,,,,,,,,,,,,,,36.24,368.0515,3.019887
,,,,,,,,,,,,,,,36.25,368.0356,3.020737
,,,,,,,,,,,,,,,36.26,368.042,3.021575
,,,,,,,,,,,,,,,36.27,368.0515,3.0224
,,,,,,,,,,,,,,,36.28,368.0515,3.023225
,,,,,,,,,,,,,,,36.29,368.0515,3.02405
,,,,,,,,,,,,,,,36.3,368.0833,3.024887
,,,,,,,,,,,,,,,36.31,368.1119,3.025725
,,,,,,,,,,,,,,,36.32,368.1183,3.026562
,,,,,,,,,,,,,,,36.33,368.1024,3.0274
,,,,,,,,,,,,,,,36.34,368.1056,3.028237
,,,,,,,,,,,,,,,36.35,368.1374,3.029075
,,,,,,,,,,,,,,,36.36,368.1882,3.029912
,,,,,,,,,,,,,,,36.37,368.2296,3.030737
,,,,,,,,,,,,,,,36.38,368.2422,3.031562
,,,,,,,,,,,,,,,36.39,368.2327,3.032375
,,,,,,,,,,,,,,,36.4,368.2168,3.0332
,,,,,,,,,,,,,,,36.41,368.2073,3.034037
,,,,,,,,,,,,,,,36.42,368.2137,3.034863
,,,,,,,,,,,,,,,36.43,368.2232,3.0357
,,,,,,,,,,,,,,,36.44,368.2486,3.03655
,,,,,,,,,,,,,,,36.45,368.274,3.0374
,,,,,,,,,,,,,,,36.46,368.2836,3.038237
,,,,,,,,,,,,,,,36.47,368.2899,3.039063
,,,,,,,,,,,,,,,36.48,368.3027,3.039887
,,,,,,,,,,,,,,,36.49,368.3249,3.040712
,,,,,,,,,,,,,,,36.5,368.3535,3.041562
,,,,,,,,,,,,,,,36.51,368.3694,3.0424
,,,,,,,,,,,,,,,36.52,368.3758,3.043237
,,,,,,,,,,,,,,,36.53,368.3631,3.044075
,,,,,,,,,,,,,,,36.54,368.3535,3.044912
,,,,,,,,,,,,,,,36.55,368.3631,3.04575
,,,,,,,,,,,,,,,36.56,368.4012,3.046587
,,,,,,,,,,,,,,,36.57,368.4457,3.047412
,,,,,,,,,,,,,,,36.58,368.4807,3.048237
,,,,,,,,,,,,,,,36.59,368.4966,3.049062
,,,,,,,,,,,,,,,36.6,368.4902,3.049887
,,,,,,,,,,,,,,,36.61,368.4711,3.0507
,,,,,,,,,,,,,,,36.62,368.4394,3.051538
,,,,,,,,,,,,,,,36.63,368.4266,3.052375
,,,,,,,,,,,,,,,36.64,368.4457,3.053225
,,,,,,,,,,,,,,,36.65,368.4902,3.054062
,,,,,,,,,,,,,,,36.66,368.522,3.0549
,,,,,,,,,,,,,,,36.67,368.5474,3.055737
,,,,,,,,,,,,,,,36.68,368.5602,3.05655
,,,,,,,,,,,,,,,36.69,368.5729,3.057375
,,,,,,,,,,,,,,,36.7,368.5856,3.058213
,,,,,,,,,,,,,,,36.71,368.611,3.059037
,,,,,,,,,,,,,,,36.72,368.6364,3.059875
,,,,,,,,,,,,,,,36.73,368.6364,3.060712
,,,,,,,,,,,,,,,36.74,368.6269,3.061563
,,,,,,,,,,,,,,,36.75,368.611,3.0624
,,,,,,,,,,,,,,,36.76,368.6078,3.063225
,,,,,,,,,,,,,,,36.77,368.6174,3.064062
,,,,,,,,,,,,,,,36.78,368.6364,3.064888
,,,,,,,,,,,,,,,36.79,368.6682,3.065712
,,,,,,,,,,,,,,,36.8,368.6873,3.06655
,,,,,,,,,,,,,,,36.81,368.7127,3.067375
,,,,,,,,,,,,,,,36.82,368.735,3.0682
,,,,,,,,,,,,,,,36.83,368.7573,3.06905
,,,,,,,,,,,,,,,36.84,368.7795,3.0699
,,,,,,,,,,,,,,,36.85,368.7986,3.070737
,,,,,,,,,,,,,,,36.86,368.8208,3.071575
,,,,,,,,,,,,,,,36.87,368.8558,3.072412
,,,,,,,,,,,,,,,36.88,368.9099,3.073237
,,,,,,,,,,,,,,,36.89,368.9607,3.07405
,,,,,,,,,,,,,,,36.9,368.9925,3.074888
,,,,,,,,,,,,,,,36.91,368.9957,3.075725
,,,,,,,,,,,,,,,36.92,368.967,3.07655
,,,,,,,,,,,,,,,36.93,368.9289,3.077387
,,,,,,,,,,,,,,,36.94,368.9289,3.078225
,,,,,,,,,,,,,,,36.95,368.9607,3.079062
,,,,,,,,,,,,,,,36.96,369.002,3.079887
,,,,,,,,,,,,,,,36.97,369.0465,3.080725
,,,,,,,,,,,,,,,36.98,369.0879,3.08155
,,,,,,,,,,,,,,,36.99,369.1165,3.082375
,,,,,,,,,,,,,,,37,369.1387,3.0832
,,,,,,,,,,,,,,,37.01,369.1324,3.084025
,,,,,,,,,,,,,,,37.02,369.1228,3.084862
,,,,,,,,,,,,,,,37.03,369.1387,3.0857
,,,,,,,,,,,,,,,37.04,369.1737,3.08655
,,,,,,,,,,,,,,,37.05,369.1991,3.0874
,,,,,,,,,,,,,,,37.06,369.2086,3.088238
,,,,,,,,,,,,,,,37.07,369.2341,3.089062
,,,,,,,,,,,,,,,37.08,369.269,3.0899
,,,,,,,,,,,,,,,37.09,369.304,3.090725
,,,,,,,,,,,,,,,37.1,369.3295,3.091563
,,,,,,,,,,,,,,,37.11,369.3485,3.0924
,,,,,,,,,,,,,,,37.12,369.374,3.093225
,,,,,,,,,,,,,,,37.13,369.4058,3.094075
,,,,,,,,,,,,,,,37.14,369.4248,3.094913
,,,,,,,,,,,,,,,37.15,369.4407,3.095737
,,,,,,,,,,,,,,,37.16,369.4662,3.096575
,,,,,,,,,,,,,,,37.17,369.5075,3.0974
,,,,,,,,,,,,,,,37.18,369.5266,3.098225
,,,,,,,,,,,,,,,37.19,369.5107,3.099037
,,,,,,,,,,,,,,,37.2,369.4916,3.099862
,,,,,,,,,,,,,,,37.21,369.4916,3.100688
,,,,,,,,,,,,,,,37.22,369.5107,3.101512
,,,,,,,,,,,,,,,37.23,369.552,3.10235
,,,,,,,,,,,,,,,37.24,369.5806,3.103212
,,,,,,,,,,,,,,,37.25,369.6028,3.10405
,,,,,,,,,,,,,,,37.26,369.6283,3.104887
,,,,,,,,,,,,,,,37.27,369.6664,3.105725
,,,,,,,,,,,,,,,37.28,369.7046,3.10655
,,,,,,,,,,,,,,,37.29,369.73,3.107375
,,,,,,,,,,,,,,,37.3,369.7586,3.108225
,,,,,,,,,,,,,,,37.31,369.7904,3.109062
,,,,,,,,,,,,,,,37.32,369.8095,3.1099
,,,,,,,,,,,,,,,37.33,369.819,3.11075
,,,,,,,,,,,,,,,37.34,369.8286,3.111588
,,,,,,,,,,,,,,,37.35,369.8444,3.112425
,,,,,,,,,,,,,,,37.36,369.8699,3.113262
,,,,,,,,,,,,,,,37.37,369.8794,3.114087
,,,,,,,,,,,,,,,37.38,369.8635,3.114913
